id_transaksi,tanggal,cabang,kategori_produk,nama_produk,harga_satuan,jumlah_terjual,total_penjualan,metode_pembayaran,jenis_kelamin_pelanggan,usia_pelanggan,rating_kepuasan,status_promo,biaya_iklan_harian
TRX01774,2026-06-07,Bandung,Laptop,ASUS Vivobook 14,7050000,3,21150000,E-Wallet,Laki-laki,44,5,Tidak,390000
TRX01775,2026-02-05,Jakarta,Laptop,HP 14,11100000,1,12066000,Tunai,Laki-laki,34,4,Ya,710000
TRX01776,2026-06-28,Jakarta,Aksesoris,Mouse Wireless,300000,2,726000,Debit,Laki-laki,49,5,Ya,850000
TRX01777,2026-05-16,Surabaya,Elektronik Rumah Tangga,Air Fryer,2400000,1,2400000,Tunai,Laki-laki,33,4,Tidak,600000
TRX01778,2026-04-28,Bandung,Smartphone,OPPO Reno 12,5050000,2,10100000,Kredit,Perempuan,50,5,Tidak,320000
TRX01779,2026-05-20,Malang,Laptop,HP 14,11000000,1,11000000,E-Wallet,Laki-laki,21,3,Tidak,440000
TRX01780,2026-02-03,Malang,Laptop,ASUS Vivobook 14,8700000,1,8700000,Tunai,Perempuan,21,3,Tidak,450000
TRX01781,2026-05-02,Malang,Smartphone,OPPO Reno 12,8000000,2,16000000,Debit,Laki-laki,53,2,Tidak,510000
TRX01782,2026-03-30,Jakarta,Laptop,HP 14,9250000,1,9250000,Kredit,Laki-laki,25,2,Tidak,960000
TRX01783,2026-04-29,Jakarta,Smartphone,OPPO Reno 12,8050000,2,18554000,Debit,Laki-laki,53,4,Ya,990000
TRX01784,2026-04-26,Bandung,Aksesoris,Headset Bluetooth,200000,6,1200000,Kredit,Laki-laki,20,1,Tidak,460000
TRX01785,2026-05-02,Jakarta,Aksesoris,Mouse Wireless,450000,2,900000,E-Wallet,Perempuan,53,4,Tidak,890000
TRX01786,2026-05-25,Surabaya,Smartphone,Samsung Galaxy A15,4900000,1,4900000,E-Wallet,Perempuan,28,3,Tidak,640000
TRX01787,2026-05-15,Surabaya,Laptop,Acer Aspire 5,17450000,2,34900000,Debit,Perempuan,45,3,Tidak,560000
TRX01788,2026-04-08,Surabaya,Smartphone,Xiaomi Redmi Note 14,7700000,2,15400000,Debit,Laki-laki,33,4,Tidak,730000
TRX01789,2026-01-26,Jakarta,Elektronik Rumah Tangga,Kipas Angin,1250000,2,2500000,Tunai,Perempuan,38,4,Tidak,920000
TRX01790,2026-06-04,Jakarta,Aksesoris,Mouse Wireless,100000,1,117000,E-Wallet,Laki-laki,24,4,Ya,770000
TRX01791,2026-03-03,Malang,Elektronik Rumah Tangga,Rice Cooker Digital,4350000,1,4350000,E-Wallet,Laki-laki,32,4,Tidak,410000
TRX01792,2026-05-15,Jakarta,Aksesoris,Power Bank,400000,1,400000,Debit,Laki-laki,36,4,Tidak,950000
TRX01793,2026-05-12,Surabaya,Aksesoris,Keyboard Mechanical,350000,3,1050000,Debit,Laki-laki,29,3,Tidak,570000
TRX01794,2026-05-29,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,5050000,3,15150000,E-Wallet,Laki-laki,55,4,Tidak,910000
TRX01795,2026-01-01,Surabaya,Laptop,Lenovo IdeaPad Slim 3,10900000,3,32700000,E-Wallet,Laki-laki,45,4,Tidak,650000
TRX01796,2026-01-27,Malang,Elektronik Rumah Tangga,"Smart TV 43""",1650000,2,3300000,E-Wallet,Perempuan,48,3,Tidak,520000
TRX01797,2026-02-16,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,4500000,4,18000000,E-Wallet,Laki-laki,36,4,Tidak,870000
TRX01798,2026-06-27,Surabaya,Laptop,HP 14,12850000,1,13563000,Debit,Laki-laki,44,5,Ya,450000
TRX01799,2026-05-31,Jakarta,Smartphone,Samsung Galaxy A15,7000000,1,7000000,E-Wallet,Perempuan,52,4,Tidak,780000
TRX01800,2026-05-25,Jakarta,Aksesoris,Headset Bluetooth,100000,1,100000,E-Wallet,Laki-laki,34,4,Tidak,1020000
TRX01801,2026-06-17,Surabaya,Aksesoris,Power Bank,850000,1,850000,Debit,Perempuan,56,5,Tidak,510000
TRX01802,2026-02-27,Jakarta,Smartphone,Samsung Galaxy A15,5200000,4,24690000,E-Wallet,Laki-laki,51,5,Ya,940000
TRX01803,2026-03-08,Jakarta,Elektronik Rumah Tangga,Kipas Angin,850000,2,2036000,E-Wallet,Laki-laki,57,4,Ya,870000
TRX01804,2026-06-05,Jakarta,Elektronik Rumah Tangga,Kipas Angin,700000,2,1400000,E-Wallet,Laki-laki,32,3,Tidak,830000
TRX01805,2026-02-25,Malang,Aksesoris,Mouse Wireless,700000,3,2100000,E-Wallet,Perempuan,41,4,Tidak,460000
TRX01806,2026-01-26,Malang,Aksesoris,Mouse Wireless,900000,4,4055000,E-Wallet,Perempuan,25,5,Ya,410000
TRX01807,2026-06-18,Bandung,Aksesoris,Headset Bluetooth,100000,1,110000,E-Wallet,Perempuan,18,5,Ya,410000
TRX01808,2026-05-30,Surabaya,Laptop,Lenovo IdeaPad Slim 3,11050000,1,11050000,Debit,Perempuan,25,3,Tidak,550000
TRX01809,2026-01-16,Jakarta,Aksesoris,Power Bank,1050000,1,1050000,Tunai,Perempuan,36,5,Tidak,740000
TRX01810,2026-05-02,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",1050000,1,1050000,Debit,Perempuan,42,4,Tidak,640000
TRX01811,2026-06-13,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",1900000,5,9500000,Tunai,Perempuan,49,1,Tidak,850000
TRX01812,2026-06-13,Surabaya,Elektronik Rumah Tangga,Rice Cooker Digital,6800000,2,13600000,E-Wallet,Laki-laki,57,4,Tidak,650000
TRX01813,2026-05-17,Jakarta,Smartphone,Vivo V30,4750000,2,10671000,E-Wallet,Perempuan,48,3,Ya,860000
TRX01814,2026-06-07,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",4950000,3,15743000,Tunai,Perempuan,50,5,Ya,990000
TRX01815,2026-06-28,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,2700000,2,5400000,E-Wallet,Laki-laki,45,4,Tidak,860000
TRX01816,2026-05-31,Jakarta,Elektronik Rumah Tangga,Air Fryer,2400000,1,2400000,Kredit,Laki-laki,38,5,Tidak,1100000
TRX01817,2026-03-11,Surabaya,Smartphone,Vivo V30,9050000,2,18100000,Kredit,Perempuan,27,3,Tidak,590000
TRX01818,2026-05-07,Bandung,Laptop,HP 14,12850000,2,25700000,Debit,Laki-laki,23,4,Tidak,390000
TRX01819,2026-03-30,Bandung,Smartphone,OPPO Reno 12,6550000,1,7962000,Kredit,Laki-laki,24,5,Ya,440000
TRX01820,2026-03-05,Jakarta,Smartphone,Xiaomi Redmi Note 14,4450000,2,9471000,Kredit,Perempuan,40,4,Ya,780000
TRX01821,2026-04-12,Malang,Laptop,ASUS Vivobook 14,16350000,3,49050000,Debit,Laki-laki,25,4,Tidak,540000
TRX01822,2026-01-31,Surabaya,Smartphone,Samsung Galaxy A15,10500000,1,11317000,Tunai,Laki-laki,55,4,Ya,550000
TRX01823,2026-04-08,Surabaya,Elektronik Rumah Tangga,Rice Cooker Digital,7250000,1,7250000,E-Wallet,Laki-laki,37,4,Tidak,710000
TRX01824,2026-06-23,Jakarta,Smartphone,OPPO Reno 12,8300000,4,33200000,Debit,Perempuan,32,4,Tidak,750000
TRX01825,2026-06-15,Malang,Elektronik Rumah Tangga,Air Fryer,7300000,3,24935000,Tunai,Laki-laki,30,5,Ya,430000
TRX01826,2026-01-29,Malang,Smartphone,OPPO Reno 12,4150000,1,4150000,Tunai,Laki-laki,25,4,Tidak,420000
TRX01827,2026-04-18,Malang,Aksesoris,Keyboard Mechanical,550000,4,2200000,Tunai,Laki-laki,55,3,Tidak,440000
TRX01828,2026-01-31,Bandung,Aksesoris,Mouse Wireless,1150000,2,2300000,Tunai,Perempuan,46,3,Tidak,500000
TRX01829,2026-04-14,Malang,Smartphone,Samsung Galaxy A15,11850000,1,13866000,Tunai,Perempuan,19,4,Ya,450000
TRX01830,2026-04-17,Bandung,Smartphone,OPPO Reno 12,3650000,3,10950000,E-Wallet,Laki-laki,27,2,Tidak,490000
TRX01831,2026-04-13,Jakarta,Smartphone,OPPO Reno 12,9300000,1,9300000,Debit,Perempuan,37,5,Tidak,870000
TRX01832,2026-02-03,Bandung,Aksesoris,Keyboard Mechanical,750000,1,750000,Tunai,Laki-laki,27,2,Tidak,400000
TRX01833,2026-05-15,Malang,Aksesoris,Power Bank,1050000,1,1050000,Kredit,Laki-laki,28,4,Tidak,360000
TRX01834,2026-04-27,Malang,Aksesoris,Headset Bluetooth,250000,1,287000,Kredit,Perempuan,26,3,Ya,430000
TRX01835,2026-06-06,Malang,Smartphone,Vivo V30,4100000,1,4100000,E-Wallet,Laki-laki,34,3,Tidak,580000
TRX01836,2026-03-27,Bandung,Elektronik Rumah Tangga,Air Fryer,6150000,2,14968000,Debit,Laki-laki,33,4,Ya,370000
TRX01837,2026-02-12,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",7450000,1,7450000,Kredit,Perempuan,28,5,Tidak,410000
TRX01838,2026-06-12,Malang,Smartphone,Samsung Galaxy A15,5250000,3,17988000,Tunai,Perempuan,21,5,Ya,540000
TRX01839,2026-05-03,Bandung,Smartphone,Samsung Galaxy A15,4050000,5,20250000,Debit,Laki-laki,19,3,Tidak,460000
TRX01840,2026-04-30,Malang,Laptop,HP 14,16600000,1,16600000,E-Wallet,Perempuan,56,3,Tidak,360000
TRX01841,2026-01-29,Jakarta,Laptop,Acer Aspire 5,16000000,1,16000000,Kredit,Perempuan,48,4,Tidak,830000
TRX01842,2026-02-15,Malang,Laptop,Lenovo IdeaPad Slim 3,11000000,1,11000000,E-Wallet,Laki-laki,40,4,Tidak,410000
TRX01843,2026-04-18,Malang,Aksesoris,Power Bank,400000,5,2000000,E-Wallet,Laki-laki,37,4,Tidak,490000
TRX01844,2026-02-14,Surabaya,Smartphone,Xiaomi Redmi Note 14,9900000,1,9900000,Debit,Perempuan,57,4,Tidak,710000
TRX01845,2026-03-12,Malang,Smartphone,Xiaomi Redmi Note 14,2750000,3,9636000,Tunai,Perempuan,21,2,Ya,380000
TRX01846,2026-02-04,Jakarta,Smartphone,Vivo V30,8300000,3,31046000,Debit,Perempuan,38,4,Ya,800000
TRX01847,2026-05-04,Surabaya,Laptop,ASUS Vivobook 14,7750000,4,31000000,E-Wallet,Laki-laki,55,3,Tidak,700000
TRX01848,2026-01-04,Surabaya,Aksesoris,Power Bank,850000,1,1057000,Debit,Laki-laki,46,2,Ya,550000
TRX01849,2026-05-14,Jakarta,Laptop,Acer Aspire 5,8600000,3,25800000,Kredit,Perempuan,59,4,Tidak,880000
TRX01850,2026-03-25,Malang,Smartphone,OPPO Reno 12,1900000,1,2103000,E-Wallet,Laki-laki,18,1,Ya,520000
TRX01851,2026-03-24,Malang,Laptop,HP 14,10950000,3,36775000,E-Wallet,Laki-laki,47,3,Ya,460000
TRX01852,2026-02-07,Surabaya,Smartphone,Xiaomi Redmi Note 14,4800000,1,4800000,Debit,Laki-laki,51,3,Tidak,500000
TRX01853,2026-06-10,Jakarta,Aksesoris,Power Bank,800000,1,800000,E-Wallet,Perempuan,56,3,Tidak,930000
TRX01854,2026-02-23,Surabaya,Smartphone,Xiaomi Redmi Note 14,4050000,4,16200000,Kredit,Laki-laki,48,3,Tidak,600000
TRX01855,2026-06-01,Malang,Laptop,ASUS Vivobook 14,15950000,4,63800000,E-Wallet,Laki-laki,52,2,Tidak,590000
TRX01856,2026-02-17,Bandung,Elektronik Rumah Tangga,Rice Cooker Digital,4900000,4,19600000,Kredit,Laki-laki,51,5,Tidak,440000
TRX01857,2026-06-12,Malang,Laptop,HP 14,16550000,2,33100000,E-Wallet,Laki-laki,31,4,Tidak,390000
TRX01858,2026-03-17,Jakarta,Smartphone,Xiaomi Redmi Note 14,4400000,4,17600000,E-Wallet,Laki-laki,22,4,Tidak,930000
TRX01859,2026-04-18,Malang,Smartphone,Xiaomi Redmi Note 14,7100000,3,21300000,E-Wallet,Laki-laki,21,3,Tidak,490000
TRX01860,2026-04-13,Jakarta,Aksesoris,Power Bank,700000,1,700000,Debit,Perempuan,52,3,Tidak,880000
TRX01861,2026-06-12,Surabaya,Aksesoris,Headset Bluetooth,50000,3,150000,Debit,Perempuan,48,4,Tidak,600000
TRX01862,2026-04-21,Bandung,Aksesoris,Power Bank,450000,1,450000,Tunai,Perempuan,43,5,Tidak,480000
TRX01863,2026-06-04,Jakarta,Elektronik Rumah Tangga,"Smart TV 43""",2050000,6,12300000,E-Wallet,Perempuan,46,4,Tidak,790000
TRX01864,2026-02-06,Malang,Aksesoris,Headset Bluetooth,600000,2,1200000,Kredit,Laki-laki,47,3,Tidak,450000
TRX01865,2026-04-25,Malang,Aksesoris,Power Bank,50000,1,57000,Debit,Laki-laki,57,1,Ya,350000
TRX01866,2026-04-24,Surabaya,Laptop,ASUS Vivobook 14,15600000,3,55216000,Kredit,Laki-laki,58,4,Ya,580000
TRX01867,2026-03-23,Jakarta,Aksesoris,Headset Bluetooth,650000,1,812000,Debit,Laki-laki,18,3,Ya,900000
TRX01868,2026-05-10,Jakarta,Smartphone,Samsung Galaxy A15,10250000,4,49128000,E-Wallet,Perempuan,35,4,Ya,830000
TRX01869,2026-01-17,Surabaya,Aksesoris,Keyboard Mechanical,1150000,1,1150000,Tunai,Perempuan,45,3,Tidak,550000
TRX01870,2026-06-29,Malang,Elektronik Rumah Tangga,Rice Cooker Digital,3600000,1,3600000,Debit,Perempuan,34,5,Tidak,480000
TRX01871,2026-03-06,Jakarta,Smartphone,Vivo V30,4050000,6,29253000,E-Wallet,Laki-laki,51,4,Ya,900000
TRX01872,2026-03-22,Bandung,Smartphone,Vivo V30,7800000,1,9664000,E-Wallet,Perempuan,60,5,Ya,420000
TRX01873,2026-05-18,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",7200000,1,8553000,Tunai,Laki-laki,47,4,Ya,700000
TRX01874,2026-01-29,Malang,Elektronik Rumah Tangga,Air Fryer,6400000,2,12800000,Debit,Laki-laki,51,2,Tidak,400000
TRX01875,2026-06-16,Malang,Laptop,ASUS Vivobook 14,11050000,1,11050000,E-Wallet,Laki-laki,51,5,Tidak,490000
TRX01876,2026-05-13,Jakarta,Elektronik Rumah Tangga,Air Fryer,1900000,3,6395000,Debit,Laki-laki,30,4,Ya,730000
TRX01877,2026-06-25,Bandung,Laptop,Acer Aspire 5,12350000,2,24700000,E-Wallet,Perempuan,23,5,Tidak,330000
TRX01878,2026-03-29,Malang,Elektronik Rumah Tangga,Kipas Angin,2700000,2,5824000,Debit,Laki-laki,19,2,Ya,450000
TRX01879,2026-01-29,Bandung,Aksesoris,Keyboard Mechanical,550000,1,579000,Debit,Perempuan,23,4,Ya,230000
TRX01880,2026-03-01,Jakarta,Aksesoris,Keyboard Mechanical,950000,2,1900000,Tunai,Laki-laki,29,5,Tidak,710000
TRX01881,2026-02-02,Bandung,Elektronik Rumah Tangga,Air Fryer,6750000,3,20250000,E-Wallet,Perempuan,20,3,Tidak,360000
TRX01882,2026-01-28,Surabaya,Smartphone,Samsung Galaxy A15,8850000,3,26550000,Tunai,Laki-laki,57,3,Tidak,700000
TRX01883,2026-03-01,Malang,Elektronik Rumah Tangga,"Smart TV 43""",6100000,1,7396000,Kredit,Laki-laki,29,4,Ya,340000
TRX01884,2026-02-04,Bandung,Smartphone,OPPO Reno 12,2000000,1,2000000,Debit,Laki-laki,23,4,Tidak,390000
TRX01885,2026-06-28,Surabaya,Smartphone,Vivo V30,8050000,1,8050000,Tunai,Laki-laki,34,3,Tidak,630000
TRX01886,2026-03-17,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,5200000,2,11736000,Kredit,Laki-laki,27,5,Ya,780000
TRX01887,2026-05-19,Surabaya,Laptop,ASUS Vivobook 14,8550000,3,25650000,Tunai,Laki-laki,60,2,Tidak,380000
TRX01888,2026-02-25,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,4900000,1,4900000,Kredit,Perempuan,52,4,Tidak,740000
TRX01889,2026-03-29,Jakarta,Smartphone,Xiaomi Redmi Note 14,7200000,1,7200000,Tunai,Laki-laki,23,5,Tidak,800000
TRX01890,2026-03-29,Surabaya,Smartphone,Samsung Galaxy A15,3600000,1,3600000,Tunai,Laki-laki,33,4,Tidak,560000
TRX01891,2026-04-15,Surabaya,Laptop,Lenovo IdeaPad Slim 3,17750000,2,35500000,Debit,Perempuan,38,1,Tidak,590000
TRX01892,2026-05-09,Malang,Smartphone,Xiaomi Redmi Note 14,9100000,4,41107000,E-Wallet,Laki-laki,29,5,Ya,430000
TRX01893,2026-04-20,Bandung,Laptop,HP 14,9650000,2,20714000,Debit,Laki-laki,38,1,Ya,480000
TRX01894,2026-06-07,Jakarta,Elektronik Rumah Tangga,Air Fryer,3350000,1,3350000,Debit,Laki-laki,22,5,Tidak,770000
TRX01895,2026-05-26,Malang,Elektronik Rumah Tangga,Kipas Angin,5650000,6,37297000,Debit,Perempuan,53,5,Ya,440000
TRX01896,2026-04-16,Bandung,Smartphone,Samsung Galaxy A15,9800000,2,19600000,E-Wallet,Perempuan,57,4,Tidak,440000
TRX01897,2026-02-28,Surabaya,Laptop,Acer Aspire 5,16300000,1,19435000,Kredit,Laki-laki,27,5,Ya,570000
TRX01898,2026-03-16,Malang,Aksesoris,Keyboard Mechanical,700000,1,837000,Debit,Perempuan,29,5,Ya,480000
TRX01899,2026-06-04,Surabaya,Laptop,Lenovo IdeaPad Slim 3,7450000,1,8114000,Debit,Perempuan,27,4,Ya,550000
TRX01900,2026-03-16,Surabaya,Smartphone,Xiaomi Redmi Note 14,3350000,1,4100000,Tunai,Laki-laki,55,4,Ya,580000
TRX01901,2026-06-10,Jakarta,Smartphone,OPPO Reno 12,11750000,1,14546000,Debit,Perempuan,54,3,Ya,940000
TRX01902,2026-02-16,Jakarta,Smartphone,Xiaomi Redmi Note 14,11350000,4,45400000,Kredit,Perempuan,53,3,Tidak,1210000
TRX01903,2026-05-16,Bandung,Smartphone,Vivo V30,6750000,4,28954000,E-Wallet,Perempuan,52,4,Ya,410000
TRX01904,2026-03-29,Jakarta,Smartphone,OPPO Reno 12,5050000,1,6293000,Tunai,Laki-laki,26,2,Ya,960000
TRX01905,2026-04-26,Malang,Smartphone,OPPO Reno 12,11850000,4,47400000,Tunai,Laki-laki,55,4,Tidak,520000
TRX01906,2026-04-14,Surabaya,Laptop,HP 14,11200000,1,11200000,E-Wallet,Perempuan,56,4,Tidak,580000
TRX01907,2026-04-15,Malang,Laptop,Acer Aspire 5,10650000,1,10650000,Tunai,Laki-laki,42,2,Tidak,430000
TRX01908,2026-04-26,Malang,Elektronik Rumah Tangga,"Smart TV 43""",4200000,2,8400000,Tunai,Laki-laki,60,3,Tidak,380000
TRX01909,2026-04-05,Malang,Smartphone,Vivo V30,2200000,2,4400000,Debit,Perempuan,33,1,Tidak,470000
TRX01910,2026-04-06,Malang,Laptop,HP 14,17850000,2,37719000,Kredit,Laki-laki,38,5,Ya,510000
TRX01911,2026-06-16,Surabaya,Elektronik Rumah Tangga,Kipas Angin,1150000,1,1150000,Debit,Perempuan,43,3,Tidak,580000
TRX01912,2026-06-26,Surabaya,Aksesoris,Headset Bluetooth,1050000,4,4200000,E-Wallet,Laki-laki,58,2,Tidak,510000
TRX01913,2026-04-19,Surabaya,Elektronik Rumah Tangga,Kipas Angin,4350000,1,4350000,Debit,Perempuan,52,3,Tidak,610000
TRX01914,2026-04-17,Jakarta,Smartphone,OPPO Reno 12,7550000,1,7550000,E-Wallet,Perempuan,55,4,Tidak,800000
TRX01915,2026-02-15,Malang,Smartphone,OPPO Reno 12,6450000,3,21785000,Tunai,Perempuan,47,4,Ya,480000
TRX01916,2026-04-05,Surabaya,Smartphone,Samsung Galaxy A15,4700000,5,23500000,Tunai,Laki-laki,35,4,Tidak,660000
TRX01917,2026-03-19,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",7500000,3,22500000,Debit,Laki-laki,25,4,Tidak,500000
TRX01918,2026-03-07,Malang,Laptop,Lenovo IdeaPad Slim 3,16500000,1,16500000,Kredit,Laki-laki,49,4,Tidak,480000
TRX01919,2026-04-15,Malang,Smartphone,Samsung Galaxy A15,4400000,5,22000000,E-Wallet,Perempuan,54,5,Tidak,470000
TRX01920,2026-05-03,Bandung,Smartphone,Xiaomi Redmi Note 14,3650000,5,18250000,Kredit,Perempuan,44,4,Tidak,380000
TRX01921,2026-06-05,Bandung,Laptop,ASUS Vivobook 14,15000000,3,45000000,Tunai,Laki-laki,46,3,Tidak,420000
TRX01922,2026-06-14,Jakarta,Elektronik Rumah Tangga,Air Fryer,1400000,1,1400000,E-Wallet,Laki-laki,45,3,Tidak,750000
TRX01923,2026-02-24,Surabaya,Elektronik Rumah Tangga,Kipas Angin,3150000,2,6300000,Tunai,Perempuan,21,4,Tidak,530000
TRX01924,2026-04-23,Jakarta,Elektronik Rumah Tangga,Kipas Angin,5100000,1,5100000,E-Wallet,Perempuan,18,5,Tidak,1020000
TRX01925,2026-02-08,Bandung,Aksesoris,Mouse Wireless,100000,1,100000,Debit,Perempuan,40,1,Tidak,260000
TRX01926,2026-06-08,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,5000000,6,30000000,Debit,Perempuan,59,4,Tidak,860000
TRX01927,2026-01-12,Surabaya,Smartphone,OPPO Reno 12,11000000,3,40497000,Kredit,Perempuan,18,5,Ya,650000
TRX01928,2026-01-26,Surabaya,Elektronik Rumah Tangga,Air Fryer,7150000,2,14300000,Tunai,Perempuan,58,3,Tidak,470000
TRX01929,2026-01-16,Malang,Elektronik Rumah Tangga,Rice Cooker Digital,450000,1,450000,Tunai,Laki-laki,60,3,Tidak,410000
TRX01930,2026-01-23,Bandung,Elektronik Rumah Tangga,"Smart TV 43""",6850000,1,7833000,E-Wallet,Perempuan,41,5,Ya,440000
TRX01931,2026-03-02,Malang,Smartphone,Vivo V30,7400000,1,7400000,Tunai,Perempuan,58,3,Tidak,400000
TRX01932,2026-02-07,Jakarta,Laptop,Acer Aspire 5,12350000,4,49400000,Tunai,Laki-laki,44,4,Tidak,770000
TRX01933,2026-02-05,Surabaya,Elektronik Rumah Tangga,"Smart TV 43""",2150000,3,6450000,Debit,Perempuan,18,4,Tidak,520000
TRX01934,2026-06-01,Surabaya,Smartphone,Vivo V30,10150000,2,20300000,Debit,Perempuan,39,1,Tidak,500000
TRX01935,2026-03-13,Surabaya,Smartphone,Xiaomi Redmi Note 14,11400000,6,73400000,Kredit,Perempuan,28,3,Ya,580000
TRX01936,2026-04-10,Jakarta,Aksesoris,Headset Bluetooth,750000,1,750000,Tunai,Laki-laki,28,3,Tidak,790000
TRX01937,2026-04-19,Jakarta,Aksesoris,Power Bank,1000000,2,2000000,Debit,Perempuan,48,5,Tidak,910000
TRX01938,2026-04-18,Jakarta,Aksesoris,Keyboard Mechanical,1150000,5,5750000,Tunai,Laki-laki,60,4,Tidak,860000
TRX01939,2026-04-20,Surabaya,Aksesoris,Headset Bluetooth,700000,1,700000,Debit,Laki-laki,28,5,Tidak,550000
TRX01940,2026-01-28,Surabaya,Smartphone,Samsung Galaxy A15,7500000,3,22500000,Kredit,Perempuan,54,5,Tidak,680000
TRX01941,2026-05-07,Jakarta,Elektronik Rumah Tangga,Air Fryer,450000,1,450000,Kredit,Laki-laki,36,1,Tidak,850000
TRX01942,2026-01-09,Malang,Elektronik Rumah Tangga,Rice Cooker Digital,2900000,3,8700000,Kredit,Perempuan,26,4,Tidak,400000
TRX01943,2026-05-18,Surabaya,Smartphone,Samsung Galaxy A15,4650000,1,4650000,Debit,Laki-laki,55,5,Tidak,520000
TRX01944,2026-06-11,Surabaya,Smartphone,Xiaomi Redmi Note 14,9800000,2,24491000,E-Wallet,Laki-laki,41,4,Ya,630000
TRX01945,2026-05-20,Jakarta,Smartphone,Samsung Galaxy A15,2550000,2,5100000,Tunai,Perempuan,59,5,Tidak,840000
TRX01946,2026-02-24,Bandung,Smartphone,Vivo V30,5700000,5,34969000,E-Wallet,Laki-laki,54,4,Ya,340000
TRX01947,2026-04-20,Surabaya,Smartphone,OPPO Reno 12,3650000,2,7300000,E-Wallet,Laki-laki,54,4,Tidak,420000
TRX01948,2026-02-18,Jakarta,Laptop,HP 14,11000000,2,24226000,E-Wallet,Perempuan,36,4,Ya,1150000
TRX01949,2026-03-10,Jakarta,Aksesoris,Power Bank,1050000,3,3615000,Tunai,Laki-laki,49,2,Ya,1000000
TRX01950,2026-01-18,Jakarta,Smartphone,Samsung Galaxy A15,9900000,1,9900000,Debit,Perempuan,38,3,Tidak,880000
TRX01951,2026-05-28,Malang,Elektronik Rumah Tangga,Air Fryer,1300000,1,1300000,Kredit,Laki-laki,35,3,Tidak,470000
TRX01952,2026-03-16,Bandung,Aksesoris,Keyboard Mechanical,500000,3,1804000,Debit,Perempuan,25,4,Ya,390000
TRX01953,2026-05-29,Surabaya,Elektronik Rumah Tangga,Air Fryer,2150000,1,2150000,E-Wallet,Laki-laki,37,3,Tidak,670000
TRX01954,2026-04-13,Surabaya,Laptop,HP 14,17750000,2,35500000,Kredit,Laki-laki,54,4,Tidak,610000
TRX01955,2026-05-26,Surabaya,Smartphone,Xiaomi Redmi Note 14,10100000,2,24038000,Kredit,Perempuan,48,5,Ya,680000
TRX01956,2026-01-16,Surabaya,Aksesoris,Mouse Wireless,200000,2,400000,Tunai,Laki-laki,28,2,Tidak,640000
TRX01957,2026-06-01,Jakarta,Elektronik Rumah Tangga,Rice Cooker Digital,6000000,2,12000000,E-Wallet,Laki-laki,42,3,Tidak,970000
TRX01958,2026-06-11,Malang,Smartphone,OPPO Reno 12,7250000,1,7250000,Tunai,Perempuan,50,4,Tidak,470000
TRX01959,2026-04-24,Bandung,Aksesoris,Keyboard Mechanical,650000,1,650000,Debit,Perempuan,48,4,Tidak,400000
TRX01960,2026-05-21,Malang,Smartphone,Samsung Galaxy A15,6350000,2,12700000,Kredit,Laki-laki,19,4,Tidak,550000
TRX01961,2026-06-26,Jakarta,Smartphone,Xiaomi Redmi Note 14,10750000,2,21500000,Debit,Laki-laki,47,5,Tidak,990000
TRX01962,2026-06-23,Jakarta,Smartphone,Samsung Galaxy A15,5700000,6,34200000,Debit,Perempuan,31,4,Tidak,650000
TRX01963,2026-03-30,Malang,Elektronik Rumah Tangga,Rice Cooker Digital,1050000,1,1187000,Tunai,Laki-laki,44,4,Ya,390000
TRX01964,2026-02-09,Surabaya,Elektronik Rumah Tangga,Kipas Angin,5700000,2,12427000,Debit,Perempuan,52,2,Ya,670000
TRX01965,2026-06-01,Malang,Laptop,ASUS Vivobook 14,11800000,1,14232000,E-Wallet,Laki-laki,25,2,Ya,430000
TRX01966,2026-01-21,Surabaya,Laptop,Acer Aspire 5,11900000,4,51870000,Debit,Perempuan,18,2,Ya,580000
TRX01967,2026-02-11,Jakarta,Aksesoris,Headset Bluetooth,400000,2,800000,Kredit,Perempuan,34,2,Tidak,1000000
TRX01968,2026-03-19,Malang,Laptop,ASUS Vivobook 14,15950000,3,51407000,Debit,Perempuan,26,5,Ya,440000
TRX01969,2026-03-31,Surabaya,Smartphone,Xiaomi Redmi Note 14,3150000,1,3150000,Tunai,Laki-laki,36,5,Tidak,710000
TRX01970,2026-03-22,Bandung,Elektronik Rumah Tangga,"Smart TV 43""",600000,3,2197000,Kredit,Perempuan,25,5,Ya,440000
TRX01971,2026-01-22,Jakarta,Smartphone,Vivo V30,10500000,1,11281000,Kredit,Laki-laki,29,4,Ya,860000
TRX01972,2026-03-31,Jakarta,Aksesoris,Power Bank,150000,1,159000,Kredit,Laki-laki,31,5,Ya,900000
